292,158,243,144,40,521,98,27,60,95,76,417,13,6736,381,22,196,277,16,63,7,26,9,101,203,158,46,203,41,1,18,91,578
333,181,291,159,48,617,109,36,59,100,91,481,15,10532,447,26,229,321,22,69,8,28,11,116,224,171,63,219,47,1,21,102,629
394,199,326,178,52,704,120,44,67,109,117,548,15,12722,499,33,263,373,30,73,8,30,13,128,252,192,72,239,59,1,24,112,681
460,204,355,191,53,783,129,56,74,121,149,646,16,15677,562,34,296,456,41,79,10,33,15,140,264,206,77,267,65,1,29,117,767
507,228,372,194,56,846,137,54,93,128,181,715,20,18483,607,39,318,521,52,85,10,33,14,159,292,227,76,276,66,1,32,123,817
557,242,385,201,56,901,154,64,97,143,216,793,23,20677,630,42,339,563,55,89,9,39,15,164,320,231,84,289,76,1,36,126,860
618,263,393,204,58,945,155,74,105,149,262,825,24,23139,660,45,365,616,60,92,9,38,15,167,349,246,89,301,78,1,39,126,883
674,279,387,215,66,982,166,81,108,164,277,861,25,24881,646,47,388,643,64,97,9,30,15,175,372,244,94,303,83,1,42,121,873
706,287,415,215,65,989,176,91,109,170,287,874,28,26965,651,49,397,667,65,95,9,32,15,183,380,248,94,314,86,1,45,123,874
739,291,418,222,64,991,185,98,116,175,294,876,37,28532,670,53,411,665,66,95,9,36,15,183,399,250,94,324,86,1,49,130,850
751,291,423,222,60,964,181,109,121,189,324,880,48,29659,664,53,422,675,62,92,9,31,13,187,406,250,94,331,94,1,52,133,847
758,293,413,219,54,943,189,114,126,195,339,881,48,29612,640,54,418,691,60,95,8,34,9,182,403,253,93,343,99,0,56,128,810
748,294,397,222,49,925,187,107,123,194,353,863,51,43437,627,55,431,701,59,94,7,40,7,183,402,252,90,346,95,0,56,129,785
735,289,380,218,49,897,188,111,112,193,361,816,54,48175,622,59,436,712,60,89,7,43,7,176,385,227,89,348,86,0,58,126,752
723,273,355,214,39,882,189,101,119,187,346,808,54,49030,574,61,418,702,61,87,7,37,5,172,374,201,82,350,82,0,59,126,734
701,268,339,205,34,849,186,97,106,192,355,778,54,49847,537,62,399,684,58,80,5,37,5,165,362,187,79,347,76,0,58,129,711
687,263,323,200,31,794,183,88,100,176,361,721,57,50338,505,64,368,654,54,77,5,35,5,161,348,171,77,336,76,0,62,124,664
615,261,296,199,27,759,171,78,80,166,342,716,59,50633,476,65,349,622,52,67,5,28,3,151,329,155,70,336,77,0,63,115,637
567,244,281,181,24,720,156,74,80,150,338,670,56,49665,443,65,313,571,52,65,5,29,2,140,310,145,63,323,73,0,55,111,570
507,238,262,166,18,685,153,72,78,133,328,609,60,48510,372,59,275,500,47,61,4,27,2,126,288,133,56,300,69,0,53,93,541
443,223,250,143,13,638,147,67,69,119,292,512,61,48637,346,58,258,444,45,59,4,23,0,110,464,121,54,291,67,0,51,76,523
386,217,239,130,13,606,143,54,60,100,263,421,61,46439,317,49,230,378,38,54,4,23,0,95,444,105,51,273,67,0,49,65,485
346,206,234,122,11,581,141,42,57,86,246,384,61,46395,298,48,213,320,36,47,4,15,0,81,429,83,44,262,51,0,46,57,444
320,197,221,109,9,553,137,42,47,71,241,309,58,45044,281,41,179,288,32,40,4,13,0,71,407,71,39,248,45,0,44,48,422
271,181,198,94,9,518,116,40,39,57,225,250,63,43252,244,40,173,250,29,37,3,10,0,58,395,65,35,237,41,0,44,43,396
239,161,186,75,8,489,103,40,34,45,219,219,65,41603,229,37,153,214,27,32,3,6,0,52,373,62,29,221,36,0,40,28,337
191,157,169,67,8,450,89,32,32,37,197,184,66,39572,209,32,133,179,25,27,2,4,0,49,363,58,26,210,31,0,31,22,272
163,146,148,60,7,406,82,32,30,35,184,140,62,36829,183,30,116,144,19,27,2,4,0,45,345,55,21,197,31,0,21,16,229
116,132,132,52,7,359,74,32,15,30,166,81,60,34617,168,26,108,123,17,24,2,4,0,37,329,47,19,184,24,0,11,15,188
111,129,120,48,5,326,69,32,14,18,125,52,58,32610,148,23,95,103,14,18,2,4,0,36,309,44,17,170,22,0,9,9,158
67,124,101,40,4,284,58,30,12,16,111,45,62,30366,127,21,88,84,9,18,2,5,0,28,292,42,14,149,22,0,7,4,136
48,118,80,35,3,242,48,30,8,12,101,19,61,28174,108,15,69,64,9,18,1,5,0,28,241,41,9,141,9,0,5,3,119
28,113,68,25,2,210,40,30,5,11,94,16,66,25904,98,11,54,50,6,18,1,6,0,21,236,37,9,129,9,0,4,3,98
14,113,58,18,13,163,36,30,4,8,89,11,60,23972,76,9,48,33,4,18,1,6,0,20,174,33,7,111,5,0,3,3,90
