0,0.000196491,0.000109893,0.001363243,0.032435477,0.000882381,0.002335254,0.003531912,0.005549253,0,0.007051172,0.038965199,0.069598437,0,1.85E-05,0.000197765,0.001031017,0.015740853,0.020436704,0.007104841,0.005970462,0.028894039,0.042487949,0.002088205,0.006970207,0.002924596,0.005608414,0.003737458,0.076797374,0.015459657,0.001178789,0.004309737,0.001106693,0.002705165,0.004757986,0.002697606,0.004048009,0.015353331,0.002652437,1.85E-05,0.01211184,0.007690117,0.000750918,0.005437978,0.001672918,0.003055843,0.029938476,0.003573576,0.062573783,0.006806629,0.001553395,0.002902242,0,0.00984042,0.000670267,0.011706658,0.005651473,0.001743176
0.000196491,0,0.000174825,0.00046876,0.000230724,0.000634902,0.000389352,0.000149654,0.000157447,0,0.000163267,0.000172524,0.00017969,0,1.10E-05,0.000663316,0.0006163,0.000228756,0.000209834,0.00026033,0.000290427,0.00020191,0.000217524,0.000139313,0.000162523,0.000144604,0.00021497,0.000271446,0.000217448,0.000239855,0.000553677,0.00030745,0.000560108,0.000147035,0.000155877,0.000355707,0.00015928,0.000168947,0.00032369,1.10E-05,0.000188158,0.000276749,0.000821045,0.000163781,0.00010987,0.000145012,0.000173768,0.000316312,0.000201818,0.000268168,0.0004705,0.000150604,0,0.000167922,0.00093381,0.00017778,0.000241248,0.000442741
0.000109893,0.000174825,0,0.000179832,0.000116538,0.000196212,0.000144369,7.95E-05,8.45E-05,0,8.70E-05,0.000105936,0.00010211,0,1.00E-05,0.000714999,0.000150673,0.000106631,0.000101958,0.000109914,0.000123126,0.000101501,0.000121789,7.29E-05,8.68E-05,7.72E-05,9.39E-05,0.000103318,0.000116531,0.000111587,0.000143293,0.000120369,0.000177553,7.64E-05,8.29E-05,0.000153752,8.16E-05,9.34E-05,0.000111251,9.95E-06,9.39E-05,0.000131226,0.000169548,8.47E-05,8.48E-05,7.77E-05,9.79E-05,0.000117756,0.00010453,0.000140747,0.000155567,7.74E-05,0,9.00E-05,0.000163972,9.21E-05,0.000100534,0.000139802
0.001363243,0.00046876,0.000179832,0,0.002037805,0.022083366,0.013013094,0.000581896,0.000673717,0,0.000733961,0.001021522,0.001055938,0,1.49E-05,0.000485866,0.008119737,0.00164714,0.001329884,0.002082784,0.003535552,0.001251795,0.001930339,0.000476654,0.000728265,0.000537726,0.001120888,0.001728896,0.001811852,0.00196948,0.007420376,0.003437867,0.055159098,0.000537703,0.000647338,0.016155009,0.00064444,0.000852506,0.002441462,1.48E-05,0.000986852,0.003968303,0.006360816,0.000706038,0.000401852,0.000544725,0.00094711,0.003169523,0.00132075,0.004194593,0.027965137,0.000561344,0,0.000800179,0.004202081,0.00089121,0.001477193,0.009357744
0.032435477,0.000230724,0.000116538,0.002037805,0,0.001223796,0.004297229,0.002529061,0.003582846,0,0.004395012,0.008971546,0.01280846,0,1.78E-05,0.000223594,0.001524965,0.03854551,0.02384515,0.018222248,0.018218694,0.022633582,0.052444605,0.001645146,0.004324032,0.002145814,0.006946886,0.006523151,0.166026488,0.072931844,0.001799318,0.010351288,0.001618982,0.002080204,0.003224492,0.004898681,0.003023988,0.006822328,0.004753175,1.77E-05,0.008943244,0.025370753,0.001038759,0.003817965,0.001112065,0.002214256,0.009271374,0.007614903,0.033531915,0.014355201,0.002506597,0.002244908,0,0.005569741,0.00091205,0.00719988,0.009413856,0.002952339
0.000882381,0.000634902,0.000196212,0.022083366,0.001223796,0,0.005046841,0.000443623,0.000501053,0,0.000538962,0.000693822,0.0007184,0,1.41E-05,0.000620537,0.00935526,0.001065516,0.000890912,0.001324074,0.001945215,0.000841998,0.001154249,0.00037509,0.000535181,0.000414453,0.000803042,0.001203481,0.001106675,0.001221731,0.006735262,0.001999588,0.060039674,0.000416518,0.00048532,0.00481262,0.000487112,0.000606013,0.001681906,1.41E-05,0.000697055,0.002004168,0.015142932,0.000524817,0.000312,0.00041875,0.000658583,0.001948687,0.000872445,0.002036771,0.010628943,0.000432993,0,0.000578353,0.008357454,0.000636141,0.001019569,0.005316914
0.002335254,0.000389352,0.000144369,0.013013094,0.004297229,0.005046841,0,0.000893929,0.001059601,0,0.001177837,0.001543336,0.001723542,0,1.57E-05,0.000343852,0.008614386,0.003612805,0.002617653,0.00555618,0.013324579,0.002355161,0.003378848,0.000708928,0.001165171,0.000812762,0.002207204,0.004280778,0.003402951,0.004635599,0.011672584,0.014272056,0.009880132,0.000819762,0.001014398,0.046730916,0.001024233,0.001375896,0.00734028,1.57E-05,0.001754398,0.011194042,0.004004973,0.001139603,0.000498643,0.000824138,0.001533525,0.012353949,0.002449403,0.007892955,0.044366687,0.000865903,0,0.001301862,0.003078803,0.001512301,0.003316481,0.05090168
0.003531912,0.000149654,7.95E-05,0.000581896,0.002529061,0.000443623,0.000893929,0,0.085475965,0,0.041168564,0.0037196,0.005483175,0,2.08E-05,0.000133279,0.000563369,0.003522934,0.005077073,0.002431553,0.001625157,0.005639259,0.002153783,0.038418878,0.042508879,0.344594258,0.005427171,0.002251031,0.00261658,0.002792649,0.000635076,0.001539265,0.000528414,0.13968917,0.183897067,0.000878233,0.149984121,0.012549436,0.001460576,2.07E-05,0.010799384,0.001489463,0.000430504,0.068272981,0.001716371,0.516597588,0.007661507,0.001497632,0.004769008,0.001263253,0.00068951,0.156247841,0,0.021952119,0.000405395,0.015241851,0.003315658,0.000809143
0.005549253,0.000157447,8.45E-05,0.000673717,0.003582846,0.000501053,0.001059601,0.085475965,0,0,0.379024537,0.005850282,0.009829608,0,2.03E-05,0.000143243,0.000631595,0.00503842,0.008002698,0.003141835,0.002055362,0.009486655,0.003028003,0.013780729,0.443987747,0.038942335,0.006944632,0.002681862,0.00379614,0.003874599,0.000715211,0.001891509,0.000602371,0.02800084,0.750596123,0.001057584,0.089990689,0.032920589,0.001698148,2.03E-05,0.021051456,0.001917733,0.000477279,0.22688851,0.001901661,0.045882326,0.015577604,0.001805568,0.007891116,0.001615532,0.000797493,0.032848302,0,0.08776101,0.000445593,0.039507705,0.004192631,0.000935104
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
