0.953046019,0.00012017,8.85E-05,0.000908758,0.001621338,0,0.013164968,5.83E-05,0.000448885,0.018035669,0.009262102,3.60E-05,3.91E-05,0.000103185,0.002484554,0,0.000166879,0.000137898,0.000244745,0,0.000270064
0.00027707,0.914442994,0.014052548,0.024065287,4.62E-05,0,0.000195223,0,7.83E-05,5.29E-05,5.61E-05,0,0,0.000134395,0.046557325,0,0.000113376,0,5.10E-05,0,0
7.77E-05,0.008047771,0.985367771,0.002760127,0.000505308,0.000148408,0.000547771,0,0.000336561,0,0.000163694,0,4.97E-05,0.00029172,0.000956847,7.77E-05,0.00633758,9.59E-05,0.000292994,0,0.000128875
0.000383822,0.004230955,0.001697962,0.97470586,0.000503312,2.48E-05,0.009817452,4.99E-05,0.00019758,0.000160191,0.003838981,2.25E-05,2.48E-05,5.88E-05,0.003545478,3.87E-05,0.000190234,0.000390446,0.000155541,8.28E-06,0.000276752
0.000298301,5.41E-06,7.47E-05,0.000187757,0.955505874,0.000114367,0.00043666,0.001172293,0.019774098,0.006500495,0.000139108,0.000112739,0.000384218,0.001284289,0.000159952,5.20E-05,6.96E-05,0.003892286,0.000535952,6.38E-05,0.009592427
1.40E-05,0,2.23E-05,3.76E-05,0.000483439,0.959008758,9.09E-05,3.28E-05,0.000809554,6.45E-05,0,0.00015828,0.000102972,0.000243524,3.34E-05,2.17E-05,1.34E-05,9.39E-05,0,0,0.038972293
0.008991592,3.12E-05,7.30E-05,0.011043057,0.000829554,5.22E-05,0.948220382,0.000302229,0.001131338,0.001218089,0.00115621,0.000394586,4.37E-05,0.001433917,0.000569745,0.000251168,0.000445382,0.005952484,0.018022166,3.04E-05,0.000811083
2.04E-05,0,0,5.13E-05,0.003077389,2.80E-05,0.000362102,0.944068949,0.004619904,5.12E-05,0,5.73E-05,0.00012569,0.02076258,4.78E-05,6.21E-05,6.62E-05,0.026485191,3.89E-05,0.000124628,0.000184873
2.78E-05,4.46E-06,2.80E-05,3.98E-05,0.01078121,0.000128083,0.000264172,0.000731582,0.971534183,7.16E-05,4.71E-05,0.000179777,0.000808811,0.007972081,4.80E-05,4.35E-05,9.63E-05,0.000376274,2.02E-05,0.000176896,0.00682224
0.018558599,4.08E-05,0,0.00024793,0.016173121,0.000100318,0.001442803,6.59E-05,0.00061949,0.956274268,0.000281019,4.27E-05,0.000159554,0.000174904,0.00068293,0,0,0.000622803,0.004133758,0,0.000583567
0.043507006,0.000115924,0.000197134,0.032342675,0.000891401,0,0.01281051,6.50E-05,0.001073567,0.000721338,0.88568949,0,0,0.000163376,0.021458917,0,6.24E-05,0.000184076,0.00012293,0,0.000796497
4.78E-05,0,0,2.93E-05,0.001814013,0.001014013,0.002089809,0.000125478,0.004289172,7.26E-05,0,0.913812739,0.057018471,0.000263694,2.99E-05,0,0,0.000548408,2.36E-05,7.96E-05,0.018730573
3.50E-05,0,1.72E-05,0,0.001826752,0.000107006,7.71E-05,0.000157962,0.012331847,0.000103822,0,0.01937707,0.935935669,0.00023758,4.65E-05,8.92E-06,0,0.000238854,9.55E-06,8.28E-06,0.02946242
2.09E-05,3.44E-05,5.01E-05,2.20E-05,0.000947771,7.05E-05,0.00029949,0.006893551,0.026338137,5.83E-05,1.59E-05,8.28E-05,6.90E-05,0.962840525,4.13E-05,6.69E-06,2.80E-05,0.000119506,1.85E-05,0.001914889,0.000486704
0.001191083,0.005845329,0.000525478,0.00221242,0.000283439,4.35E-05,0.000864119,5.61E-05,0.000218089,0.000398408,0.004035775,1.08E-05,2.68E-05,0.000165074,0.984034289,0,5.31E-05,7.58E-05,8.15E-05,0,8.65E-05
0,0,0,7.32E-05,0.000198726,0,0.002230255,0.000139172,0.000609979,3.82E-05,0,0,0,0.000153185,8.15E-05,0.997353758,6.22E-05,0.000152389,4.14E-05,0,0.000152229
7.58E-05,5.10E-05,0.003183333,0.000325053,8.93E-05,6.28E-05,0.000652017,6.27E-05,0.00028896,0,1.91E-05,0,0,0.000122081,5.83E-05,6.21E-05,0.996860085,0.000101433,1.85E-05,0,0.00011121
4.58E-05,3.14E-05,5.70E-05,0.000336242,0.008245924,5.50E-05,0.005493376,0.013926178,0.001285096,0.000332201,2.48E-05,6.12E-05,9.40E-05,0.000266688,6.98E-05,0.000105096,5.79E-05,0.96241293,0.006299745,3.84E-05,0.00106949
0.000433758,2.36E-05,4.33E-05,0.000912739,0.003400955,0,0.048629936,7.61E-05,0.000565287,0.007416242,4.59E-05,4.24E-05,7.58E-05,0.000107325,0.000100637,0,0,0.020319108,0.917356369,3.28E-05,0.000493631
0,0,0,2.36E-05,0.000484713,0,0.000119108,0.000663057,0.005281529,0,0,5.29E-05,5.48E-05,0.047333758,0,0,0,0.000129299,0,0.945609554,0.000247771
8.40E-05,0,1.53E-05,0.000206752,0.014340764,0.010301911,0.000316106,6.87E-05,0.009701092,0.000159418,3.82E-05,0.001891083,0.005447407,0.000331574,4.01E-05,2.42E-05,6.61E-05,0.000464695,5.32E-05,2.44E-05,0.956598908
